In Cart,Recommendation,Support,Confidence,Lift
appliances.kitchen.microwave,computers.components.hdd + computers.peripherals.mouse + electronics.audio.headphone + sport.bicycle,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + computers.peripherals.mouse + computers.components.hdd + sport.bicycle,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + computers.components.hdd + electronics.audio.headphone + sport.bicycle,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + computers.peripherals.mouse + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + computers.peripherals.mouse + computers.network.router + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.audio.headphone + electronics.smartphone + computers.peripherals.mouse + computers.network.router,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + electronics.smartphone + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + country_yard.weather_station,0.125,0.5,4.0
appliances.kitchen.microwave,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + sport.bicycle,0.125,0.5,4.0
appliances.kitchen.oven,electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators + computers.peripherals.printer,0.125,1.0,8.0
appliances.kitchen.toster,electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.tablet + appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + electronics.audio.headphone + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.audio.headphone + appliances.personal.massager + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.toster,electronics.tablet + electronics.smartphone + appliances.kitchen.refrigerators + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.kitchen.toster,electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + electronics.audio.headphone + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.personal.massager,electronics.smartphone + electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.personal.massager,appliances.kitchen.refrigerators + appliances.personal.scales + electronics.audio.headphone + electronics.tablet,0.125,1.0,8.0
appliances.personal.massager,electronics.smartphone + appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet,0.125,1.0,8.0
appliances.personal.massager,electronics.smartphone + appliances.kitchen.refrigerators + electronics.audio.headphone + electronics.tablet,0.125,1.0,8.0
computers.components.cpu,electronics.smartphone + appliances.personal.scales + appliances.kitchen.refrigerators + electronics.video.tv,0.125,1.0,8.0
computers.components.cpu,electronics.smartphone + appliances.personal.scales + appliances.kitchen.refrigerators + furniture.kitchen.table,0.125,1.0,8.0
computers.components.cpu,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.video.tv + furniture.kitchen.table,0.125,1.0,8.0
electronics.tablet,electronics.smartphone + electronics.audio.headphone + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,0.5,4.0
electronics.video.tv,electronics.smartphone + appliances.personal.scales + appliances.kitchen.refrigerators + furniture.kitchen.table,0.125,1.0,8.0
computers.components.cpu,electronics.smartphone + appliances.kitchen.refrigerators + electronics.video.tv + furniture.kitchen.table,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.personal.scales + electronics.audio.headphone + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.tablet + appliances.personal.scales + electronics.audio.headphone + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + appliances.personal.scales + electronics.tablet + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.tablet + electronics.smartphone + electronics.audio.headphone + appliances.personal.massager,0.125,1.0,8.0
appliances.kitchen.toster,electronics.smartphone + electronics.audio.headphone + appliances.personal.scales + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.washer,computers.network.router + computers.peripherals.mouse + electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
appliances.kitchen.washer,electronics.smartphone + computers.peripherals.mouse + computers.network.router + country_yard.weather_station,0.125,1.0,8.0
appliances.kitchen.washer,electronics.audio.headphone + electronics.smartphone + computers.peripherals.mouse + computers.network.router,0.125,1.0,8.0
appliances.kitchen.washer,computers.network.router + electronics.smartphone + electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
appliances.kitchen.washer,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
appliances.personal.massager,electronics.smartphone + appliances.personal.scales + electronics.audio.headphone + electronics.tablet,0.125,1.0,8.0
computers.components.cpu,electronics.smartphone + appliances.personal.scales + electronics.video.tv + furniture.kitchen.table,0.125,1.0,8.0
computers.components.hdd,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + sport.bicycle,0.125,1.0,8.0
computers.network.router,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
computers.peripherals.keyboard,computers.peripherals.scanner + computers.peripherals.mouse + electronics.audio.headphone + furniture.kitchen.table,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.environment.vacuum + appliances.kitchen.dishwasher + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.kitchen.refrigerators + appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.environment.vacuum + appliances.kitchen.dishwasher,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.environment.vacuum + appliances.kitchen.dishwasher,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.environment.vacuum + computers.peripherals.printer + appliances.kitchen.dishwasher,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.environment.vacuum + appliances.kitchen.dishwasher + electronics.audio.headphone,0.125,1.0,8.0
208.31,appliances.kitchen.refrigerators + appliances.environment.air_conditioner + appliances.environment.vacuum + appliances.kitchen.dishwasher + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.environment.vacuum + appliances.kitchen.dishwasher + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.environment.vacuum + computers.peripherals.printer + appliances.kitchen.dishwasher + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.environment.vacuum + appliances.kitchen.dishwasher + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.environment.vacuum + appliances.kitchen.dishwasher,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.environment.vacuum + computers.peripherals.printer + appliances.kitchen.dishwasher,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.environment.vacuum + appliances.kitchen.dishwasher + electronics.audio.headphone,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.environment.vacuum + computers.peripherals.printer + appliances.kitchen.dishwasher,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.environment.vacuum + appliances.kitchen.dishwasher + electronics.audio.headphone,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.environment.vacuum + computers.peripherals.printer + appliances.kitchen.dishwasher + electronics.audio.headphone,0.125,1.0,8.0
208.31,appliances.kitchen.refrigerators + appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.environment.vacuum + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.environment.vacuum + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.environment.vacuum + computers.peripherals.printer + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.environment.vacuum + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.kitchen.hood + appliances.environment.vacuum,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.kitchen.hood + appliances.environment.vacuum + computers.peripherals.printer,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.kitchen.hood + appliances.environment.vacuum + electronics.audio.headphone,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.environment.vacuum + computers.peripherals.printer,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.environment.vacuum + electronics.audio.headphone,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.environment.vacuum + computers.peripherals.printer + electronics.audio.headphone,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.environment.vacuum + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.environment.vacuum + computers.peripherals.printer + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.environment.vacuum + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.environment.vacuum + computers.peripherals.printer + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.environment.vacuum + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.environment.vacuum + computers.peripherals.printer + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.environment.vacuum + computers.peripherals.printer,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.environment.vacuum + electronics.audio.headphone,0.125,1.0,8.0
208.31,appliances.environment.air_conditioner + appliances.kitchen.refrigerators + appliances.environment.vacuum + computers.peripherals.printer + electronics.audio.headphone,0.125,1.0,8.0
208.31,appliances.personal.scales + appliances.environment.air_conditioner + appliances.environment.vacuum + computers.peripherals.printer + electronics.audio.headphone,0.125,1.0,8.0
208.31,appliances.kitchen.refrigerators + appliances.environment.air_conditioner + appliances.kitchen.hood + appliances.kitchen.dishwasher + appliances.kitchen.oven,0.125,1.0,8.0
